date,Deces_CH,Deces_DE,Deces_FR,Deces_IT,Deces_US,GTrend_CH,GTrend_DE,GTrend_FR,GTrend_IT,GTrend_US,Guerisons_CH,Guerisons_DE,Guerisons_FR,Guerisons_IT,Guerisons_US,Infections_CH,Infections_DE,Infections_FR,Infections_IT,Infections_US
2019-12-16,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-17,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-18,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-19,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-20,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-21,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-22,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-23,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-24,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-26,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-27,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-28,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-29,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-30,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-31,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-17,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-18,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-20,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-21,0.0,0.0,0.0,0.0,0.0,1,2,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,1,3,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,3,3,3,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,0.0,0.0,0.0,0.0,0.0,5,7,9,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2020-01-25,0.0,0.0,0.0,0.0,0.0,8,12,13,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-01-26,0.0,0.0,0.0,0.0,0.0,12,14,8,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-01-27,0.0,0.0,0.0,0.0,0.0,12,14,8,4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-01-28,0.0,0.0,0.0,0.0,0.0,10,30,8,8,12,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
2020-01-29,0.0,0.0,0.0,0.0,0.0,9,24,7,7,11,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0
2020-01-30,0.0,0.0,0.0,0.0,0.0,10,23,9,14,12,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0
2020-01-31,0.0,0.0,0.0,0.0,0.0,10,21,8,22,12,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,7,15,6,12,9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,0.0
2020-02-02,0.0,0.0,0.0,0.0,0.0,7,14,6,8,8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,2.0,0.0
2020-02-03,0.0,0.0,0.0,0.0,0.0,6,11,5,5,7,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,2.0,0.0
2020-02-04,0.0,0.0,0.0,0.0,0.0,5,10,4,5,6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,2.0,0.0
2020-02-05,0.0,0.0,0.0,0.0,0.0,5,9,4,4,6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,2.0,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,4,9,4,4,6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,2.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,5,9,5,4,6,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,3.0,0.0
2020-02-08,0.0,0.0,0.0,0.0,0.0,5,8,7,4,6,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,3.0,0.0
2020-02-09,0.0,0.0,0.0,0.0,0.0,5,7,6,4,5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,3.0,0.0
2020-02-10,0.0,0.0,0.0,0.0,0.0,4,6,5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,3.0,0.0
2020-02-11,0.0,0.0,0.0,0.0,0.0,4,6,4,5,5,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,3.0,0.0
2020-02-12,0.0,0.0,0.0,0.0,0.0,4,6,4,4,5,0.0,0.0,2.0,0.0,0.0,0.0,16.0,11.0,3.0,0.0
2020-02-13,0.0,0.0,0.0,0.0,0.0,5,7,4,4,5,0.0,1.0,2.0,0.0,0.0,0.0,16.0,11.0,3.0,0.0
2020-02-14,0.0,0.0,0.0,0.0,0.0,4,6,3,3,4,0.0,1.0,2.0,0.0,0.0,0.0,16.0,11.0,3.0,0.0
2020-02-15,0.0,0.0,1.0,0.0,0.0,4,7,4,4,4,0.0,1.0,4.0,0.0,0.0,0.0,16.0,12.0,3.0,0.0
2020-02-16,0.0,0.0,1.0,0.0,0.0,4,6,3,3,4,0.0,1.0,4.0,0.0,0.0,0.0,16.0,12.0,3.0,0.0
2020-02-17,0.0,0.0,1.0,0.0,0.0,3,5,3,3,4,0.0,1.0,4.0,0.0,0.0,0.0,16.0,12.0,3.0,0.0
2020-02-18,0.0,0.0,1.0,0.0,0.0,3,5,3,3,4,0.0,12.0,4.0,0.0,0.0,0.0,16.0,12.0,3.0,0.0
2020-02-19,0.0,0.0,1.0,0.0,0.0,3,4,3,3,3,0.0,12.0,4.0,0.0,0.0,0.0,16.0,12.0,3.0,0.0
2020-02-20,0.0,0.0,1.0,0.0,0.0,2,4,2,2,3,0.0,12.0,4.0,0.0,0.0,0.0,16.0,12.0,3.0,0.0
2020-02-21,0.0,0.0,1.0,1.0,0.0,5,5,3,35,3,0.0,14.0,4.0,0.0,0.0,0.0,16.0,12.0,20.0,0.0
2020-02-22,0.0,0.0,1.0,2.0,0.0,10,7,5,73,4,0.0,14.0,4.0,1.0,0.0,0.0,16.0,12.0,62.0,0.0
2020-02-23,0.0,0.0,1.0,3.0,0.0,22,18,11,100,5,0.0,14.0,4.0,2.0,0.0,0.0,16.0,12.0,155.0,0.0
2020-02-24,0.0,0.0,1.0,7.0,0.0,25,22,16,89,7,0.0,14.0,4.0,1.0,0.0,0.0,16.0,12.0,229.0,0.0
2020-02-25,0.0,0.0,1.0,10.0,0.0,36,33,19,74,11,0.0,14.0,11.0,1.0,0.0,1.0,17.0,14.0,322.0,0.0
2020-02-26,0.0,0.0,2.0,12.0,0.0,35,58,24,58,16,0.0,15.0,11.0,3.0,0.0,1.0,27.0,18.0,453.0,0.0
2020-02-27,0.0,0.0,2.0,17.0,0.0,46,63,25,48,19,0.0,16.0,11.0,45.0,0.0,8.0,46.0,38.0,655.0,0.0
2020-02-28,0.0,0.0,2.0,21.0,0.0,55,65,36,41,19,0.0,16.0,11.0,46.0,0.0,8.0,48.0,57.0,888.0,0.0
2020-02-29,0.0,0.0,2.0,29.0,0.0,43,56,35,42,20,0.0,16.0,12.0,46.0,0.0,18.0,79.0,100.0,1128.0,0.0
2020-03-01,0.0,0.0,2.0,34.0,0.0,41,52,36,39,18,0.0,16.0,12.0,83.0,0.0,27.0,130.0,130.0,1694.0,0.0
2020-03-02,0.0,0.0,3.0,52.0,0.0,41,52,43,40,27,0.0,16.0,12.0,149.0,0.0,42.0,159.0,191.0,2036.0,0.0
2020-03-03,0.0,0.0,4.0,79.0,0.0,36,46,38,41,26,2.0,16.0,12.0,160.0,0.0,56.0,196.0,204.0,2502.0,0.0
2020-03-04,0.0,0.0,4.0,107.0,0.0,39,44,36,61,25,3.0,16.0,12.0,276.0,0.0,90.0,262.0,285.0,3089.0,0.0
2020-03-05,1.0,0.0,6.0,148.0,0.0,42,46,42,53,29,3.0,16.0,12.0,414.0,0.0,114.0,482.0,377.0,3858.0,0.0
2020-03-06,1.0,0.0,9.0,197.0,0.0,41,45,44,57,31,3.0,17.0,12.0,523.0,0.0,214.0,670.0,653.0,4636.0,0.0
2020-03-07,1.0,0.0,11.0,233.0,0.0,40,42,39,69,32,3.0,18.0,12.0,589.0,0.0,268.0,799.0,949.0,5883.0,0.0
2020-03-08,2.0,0.0,19.0,366.0,0.0,45,54,47,77,30,3.0,18.0,12.0,622.0,0.0,337.0,1040.0,1126.0,7375.0,0.0
2020-03-09,2.0,2.0,25.0,463.0,0.0,45,57,47,82,38,3.0,18.0,12.0,724.0,0.0,374.0,1176.0,1412.0,9172.0,0.0
2020-03-10,3.0,2.0,33.0,631.0,0.0,49,64,49,78,45,3.0,18.0,12.0,724.0,0.0,491.0,1457.0,1784.0,10149.0,0.0
2020-03-11,4.0,3.0,48.0,827.0,0.0,58,74,51,80,57,4.0,25.0,12.0,1045.0,0.0,652.0,1908.0,2281.0,12462.0,0.0
2020-03-12,7.0,6.0,61.0,1016.0,0.0,75,87,82,74,100,4.0,25.0,12.0,1258.0,0.0,868.0,2745.0,2876.0,15113.0,0.0
2020-03-13,11.0,7.0,79.0,1266.0,0.0,100,100,90,65,91,4.0,46.0,12.0,1439.0,0.0,1139.0,3675.0,3664.0,17660.0,0.0
2020-03-14,13.0,9.0,91.0,1441.0,0.0,79,97,100,64,81,4.0,46.0,12.0,1966.0,0.0,1359.0,4585.0,4477.0,21157.0,0.0
