date,Deces_CH,Deces_DE,Deces_FR,Deces_IT,GTrend_CH,GTrend_DE,GTrend_FR,GTrend_IT,Guerisons_CH,Guerisons_DE,Guerisons_FR,Guerisons_IT,Infections_CH,Infections_DE,Infections_FR,Infections_IT,Tweets_CH,Tweets_DE,Tweets_FR,Tweets_IT
2019-12-16,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-17,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-18,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-19,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-20,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-21,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-22,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-23,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-24,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-25,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-26,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-27,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-28,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-29,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-30,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-31,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-11,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-12,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-16,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-17,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-18,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-19,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-20,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-21,0.0,0.0,0.0,0.0,1,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,1,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,3,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,0.0,0.0,0.0,0.0,5,7,9,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2399.0,0.0
2020-01-25,0.0,0.0,0.0,0.0,8,12,13,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2399.0,0.0
2020-01-26,0.0,0.0,0.0,0.0,12,14,8,4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2399.0,0.0
2020-01-27,0.0,0.0,0.0,0.0,12,14,8,4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2399.0,0.0
2020-01-28,0.0,0.0,0.0,0.0,10,30,8,8,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2399.0,0.0
2020-01-29,0.0,0.0,0.0,0.0,9,24,7,7,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,2399.0,0.0
2020-01-30,0.0,0.0,0.0,0.0,10,23,9,14,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,2399.0,0.0
2020-01-31,0.0,0.0,0.0,0.0,10,21,8,22,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,2399.0,0.0
2020-02-01,0.0,0.0,0.0,0.0,7,15,6,12,0.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,0.0,0.0,2399.0,0.0
2020-02-02,0.0,0.0,0.0,0.0,7,14,6,8,0.0,0.0,0.0,0.0,0.0,10.0,6.0,2.0,0.0,4.0,1.0,4.0
2020-02-03,0.0,0.0,0.0,0.0,6,11,5,5,0.0,0.0,0.0,0.0,0.0,12.0,6.0,2.0,0.0,1277.0,1357.0,2223.0
2020-02-04,0.0,0.0,0.0,0.0,5,10,4,5,0.0,0.0,0.0,0.0,0.0,12.0,6.0,2.0,0.0,785.0,321.0,279.0
2020-02-05,0.0,0.0,0.0,0.0,5,9,4,4,0.0,0.0,0.0,0.0,0.0,12.0,6.0,2.0,0.0,1025.0,244.0,219.0
2020-02-06,0.0,0.0,0.0,0.0,4,9,4,4,0.0,0.0,0.0,0.0,0.0,12.0,6.0,2.0,0.0,934.0,369.0,269.0
2020-02-07,0.0,0.0,0.0,0.0,5,9,5,4,0.0,0.0,0.0,0.0,0.0,13.0,6.0,3.0,0.0,1033.0,383.0,309.0
2020-02-08,0.0,0.0,0.0,0.0,5,8,7,4,0.0,0.0,0.0,0.0,0.0,13.0,11.0,3.0,0.0,633.0,370.0,244.0
2020-02-09,0.0,0.0,0.0,0.0,5,7,6,4,0.0,0.0,0.0,0.0,0.0,14.0,11.0,3.0,0.0,638.0,367.0,238.0
2020-02-10,0.0,0.0,0.0,0.0,4,6,5,4,0.0,0.0,0.0,0.0,0.0,14.0,11.0,3.0,0.0,758.0,409.0,260.0
2020-02-11,0.0,0.0,0.0,0.0,4,6,4,5,0.0,0.0,0.0,0.0,0.0,16.0,11.0,3.0,0.0,848.0,387.0,261.0
2020-02-12,0.0,0.0,0.0,0.0,4,6,4,4,0.0,0.0,2.0,0.0,0.0,16.0,11.0,3.0,0.0,1017.0,338.0,290.0
2020-02-13,0.0,0.0,0.0,0.0,5,7,4,4,0.0,1.0,2.0,0.0,0.0,16.0,11.0,3.0,0.0,1225.0,330.0,266.0
2020-02-14,0.0,0.0,0.0,0.0,4,6,3,3,0.0,1.0,2.0,0.0,0.0,16.0,11.0,3.0,0.0,793.0,272.0,234.0
2020-02-15,0.0,0.0,1.0,0.0,4,7,4,4,0.0,1.0,4.0,0.0,0.0,16.0,12.0,3.0,0.0,636.0,253.0,169.0
2020-02-16,0.0,0.0,1.0,0.0,4,6,3,3,0.0,1.0,4.0,0.0,0.0,16.0,12.0,3.0,0.0,535.0,1637.0,166.0
2020-02-17,0.0,0.0,1.0,0.0,3,5,3,3,0.0,1.0,4.0,0.0,0.0,16.0,12.0,3.0,0.0,782.0,1611.0,203.0
2020-02-18,0.0,0.0,1.0,0.0,3,5,3,3,0.0,12.0,4.0,0.0,0.0,16.0,12.0,3.0,0.0,811.0,2197.0,187.0
2020-02-19,0.0,0.0,1.0,0.0,3,4,3,3,0.0,12.0,4.0,0.0,0.0,16.0,12.0,3.0,0.0,624.0,1214.0,181.0
2020-02-20,0.0,0.0,1.0,0.0,2,4,2,2,0.0,12.0,4.0,0.0,0.0,16.0,12.0,3.0,0.0,523.0,982.0,150.0
2020-02-21,0.0,0.0,1.0,1.0,5,5,3,35,0.0,14.0,4.0,0.0,0.0,16.0,12.0,20.0,0.0,656.0,1094.0,651.0
2020-02-22,0.0,0.0,1.0,2.0,10,7,5,73,0.0,14.0,4.0,1.0,0.0,16.0,12.0,62.0,0.0,650.0,1506.0,989.0
2020-02-23,0.0,0.0,1.0,3.0,22,18,11,100,0.0,14.0,4.0,2.0,0.0,16.0,12.0,155.0,0.0,1187.0,2836.0,1347.0
2020-02-24,0.0,0.0,1.0,7.0,25,22,16,89,0.0,14.0,4.0,1.0,0.0,16.0,12.0,229.0,0.0,1884.0,5388.0,1656.0
2020-02-25,0.0,0.0,1.0,10.0,36,33,19,74,0.0,14.0,11.0,1.0,1.0,17.0,14.0,322.0,868.0,2735.0,6401.0,1606.0
2020-02-26,0.0,0.0,2.0,12.0,35,58,24,58,0.0,15.0,11.0,3.0,1.0,27.0,18.0,453.0,833.0,3903.0,7525.0,1396.0
2020-02-27,0.0,0.0,2.0,17.0,46,63,25,48,0.0,16.0,11.0,45.0,8.0,46.0,38.0,655.0,1242.0,4792.0,8120.0,1462.0
2020-02-28,0.0,0.0,2.0,21.0,55,65,36,41,0.0,16.0,11.0,46.0,8.0,48.0,57.0,888.0,1770.0,4850.0,9099.0,1367.0
2020-02-29,0.0,0.0,2.0,29.0,43,56,35,42,0.0,16.0,12.0,46.0,18.0,79.0,100.0,1128.0,891.0,3191.0,7801.0,1144.0
2020-03-01,0.0,0.0,2.0,34.0,41,52,36,39,0.0,16.0,12.0,83.0,27.0,130.0,130.0,1694.0,799.0,2459.0,6898.0,1077.0
2020-03-02,0.0,0.0,3.0,52.0,41,52,43,40,0.0,16.0,12.0,149.0,42.0,159.0,191.0,2036.0,1159.0,3790.0,11061.0,1171.0
2020-03-03,0.0,0.0,4.0,79.0,36,46,38,41,2.0,16.0,12.0,160.0,56.0,196.0,204.0,2502.0,1197.0,4385.0,10691.0,1249.0
2020-03-04,0.0,0.0,4.0,107.0,39,44,36,61,3.0,16.0,12.0,276.0,90.0,262.0,285.0,3089.0,1172.0,4004.0,9094.0,1294.0
2020-03-05,1.0,0.0,6.0,148.0,42,46,42,53,3.0,16.0,12.0,414.0,114.0,482.0,377.0,3858.0,1312.0,4094.0,9911.0,1495.0
2020-03-06,1.0,0.0,9.0,197.0,41,45,44,57,3.0,17.0,12.0,523.0,214.0,670.0,653.0,4636.0,1323.0,4185.0,10031.0,1387.0
2020-03-07,1.0,0.0,11.0,233.0,40,42,39,69,3.0,18.0,12.0,589.0,268.0,799.0,949.0,5883.0,918.0,2945.0,6870.0,1312.0
2020-03-08,2.0,0.0,19.0,366.0,45,54,47,77,3.0,18.0,12.0,622.0,337.0,1040.0,1126.0,7375.0,988.0,3363.0,7822.0,1682.0
2020-03-09,2.0,2.0,25.0,463.0,45,57,47,82,3.0,18.0,12.0,724.0,374.0,1176.0,1412.0,9172.0,1395.0,5893.0,13755.0,2498.0
2020-03-10,3.0,2.0,33.0,631.0,49,64,49,78,3.0,18.0,12.0,724.0,491.0,1457.0,1784.0,10149.0,1629.0,7018.0,14534.0,2380.0
2020-03-11,4.0,3.0,48.0,827.0,58,74,51,80,4.0,25.0,12.0,1045.0,652.0,1908.0,2281.0,12462.0,559.0,2520.0,4499.0,742.0
2020-03-12,7.0,6.0,61.0,1016.0,75,87,82,74,4.0,25.0,12.0,1258.0,868.0,2745.0,2876.0,15113.0,559.0,2520.0,4499.0,742.0
2020-03-13,11.0,7.0,79.0,1266.0,100,100,90,65,4.0,46.0,12.0,1439.0,1139.0,3675.0,3664.0,17660.0,559.0,2520.0,4499.0,742.0
2020-03-14,13.0,9.0,91.0,1441.0,79,97,100,64,4.0,46.0,12.0,1966.0,1359.0,4585.0,4477.0,21157.0,559.0,2520.0,4499.0,742.0
