Confirmed,country,Deaths,date,Province/State,Recovered
0.0,Hong Kong,0.0,2020-01-22,,0.0
1.0,Macau,0.0,2020-01-22,,0.0
1.0,Taiwan,0.0,2020-01-22,,0.0
1.0,US,0.0,2020-01-22,,0.0
2.0,Japan,0.0,2020-01-22,,0.0
2.0,Thailand,0.0,2020-01-22,,0.0
1.0,South Korea,0.0,2020-01-22,,0.0
2.0,Hong Kong,0.0,2020-01-23,,0.0
2.0,Macau,0.0,2020-01-23,,0.0
1.0,Taiwan,0.0,2020-01-23,,0.0
1.0,US,0.0,2020-01-23,,0.0
1.0,Japan,0.0,2020-01-23,,0.0
3.0,Thailand,0.0,2020-01-23,,0.0
1.0,South Korea,0.0,2020-01-23,,0.0
1.0,Singapore,0.0,2020-01-23,,0.0
0.0,Philippines,0.0,2020-01-23,,0.0
0.0,Malaysia,0.0,2020-01-23,,0.0
2.0,Vietnam,0.0,2020-01-23,,0.0
0.0,Australia,0.0,2020-01-23,,0.0
0.0,Mexico,0.0,2020-01-23,,0.0
0.0,Brazil,0.0,2020-01-23,,0.0
0.0,Colombia,0.0,2020-01-23,,0.0
3.0,Taiwan,0.0,2020-01-24,,0.0
2.0,Hong Kong,0.0,2020-01-24,,0.0
2.0,Macau,0.0,2020-01-24,,0.0
2.0,Japan,0.0,2020-01-24,,0.0
5.0,Thailand,0.0,2020-01-24,,0.0
2.0,South Korea,0.0,2020-01-24,,0.0
3.0,Singapore,0.0,2020-01-24,,0.0
2.0,Vietnam,0.0,2020-01-24,,0.0
2.0,France,0.0,2020-01-24,,0.0
5.0,Hong Kong,0.0,2020-01-25,,0.0
3.0,Taiwan,0.0,2020-01-25,,0.0
2.0,Macau,0.0,2020-01-25,,0.0
2.0,Japan,0.0,2020-01-25,,0.0
7.0,Thailand,0.0,2020-01-25,,0.0
2.0,South Korea,0.0,2020-01-25,,0.0
3.0,Singapore,0.0,2020-01-25,,0.0
2.0,Vietnam,0.0,2020-01-25,,0.0
3.0,France,0.0,2020-01-25,,0.0
4.0,Australia,0.0,2020-01-25,,0.0
1.0,Nepal,0.0,2020-01-25,,0.0
3.0,Malaysia,0.0,2020-01-25,,0.0
8.0,Hong Kong,0.0,2020-01-26,,0.0
5.0,Macau,0.0,2020-01-26,,0.0
4.0,Taiwan,0.0,2020-01-26,,0.0
4.0,Japan,0.0,2020-01-26,,1.0
8.0,Thailand,0.0,2020-01-26,,2.0
3.0,South Korea,0.0,2020-01-26,,0.0
4.0,Singapore,0.0,2020-01-26,,0.0
2.0,Vietnam,0.0,2020-01-26,,0.0
3.0,France,0.0,2020-01-26,,0.0
4.0,Australia,0.0,2020-01-26,,0.0
1.0,Nepal,0.0,2020-01-26,,0.0
4.0,Malaysia,0.0,2020-01-26,,0.0
1.0,Canada,0.0,2020-01-26,,0.0
8.0,Hong Kong,0.0,2020-01-27,,0.0
6.0,Macau,0.0,2020-01-27,,0.0
5.0,Taiwan,0.0,2020-01-27,,0.0
4.0,Japan,0.0,2020-01-27,,1.0
8.0,Thailand,0.0,2020-01-27,,2.0
4.0,South Korea,0.0,2020-01-27,,0.0
5.0,Singapore,0.0,2020-01-27,,0.0
2.0,Vietnam,0.0,2020-01-27,,0.0
3.0,France,0.0,2020-01-27,,0.0
1.0,Nepal,0.0,2020-01-27,,0.0
4.0,Malaysia,0.0,2020-01-27,,0.0
1.0,Canada,0.0,2020-01-27,,0.0
1.0,Cambodia,0.0,2020-01-27,,0.0
1.0,Sri Lanka,0.0,2020-01-27,,0.0
1.0,Ivory Coast,0.0,2020-01-27,,0.0
8.0,Taiwan,0.0,2020-01-28,,0.0
8.0,Hong Kong,0.0,2020-01-28,,0.0
7.0,Macau,0.0,2020-01-28,,0.0
7.0,Japan,0.0,2020-01-28,,1.0
14.0,Thailand,0.0,2020-01-28,,5.0
4.0,South Korea,0.0,2020-01-28,,0.0
7.0,Singapore,0.0,2020-01-28,,0.0
2.0,Vietnam,0.0,2020-01-28,,0.0
4.0,France,0.0,2020-01-28,,0.0
1.0,Nepal,0.0,2020-01-28,,0.0
4.0,Malaysia,0.0,2020-01-28,,0.0
1.0,Cambodia,0.0,2020-01-28,,0.0
1.0,Sri Lanka,0.0,2020-01-28,,0.0
4.0,Germany,0.0,2020-01-28,,0.0
10.0,Hong Kong,0.0,2020-01-29,,0.0
8.0,Taiwan,0.0,2020-01-29,,0.0
7.0,Macau,0.0,2020-01-29,,0.0
7.0,Japan,0.0,2020-01-29,,1.0
14.0,Thailand,0.0,2020-01-29,,5.0
4.0,South Korea,0.0,2020-01-29,,0.0
7.0,Singapore,0.0,2020-01-29,,0.0
2.0,Vietnam,0.0,2020-01-29,,0.0
5.0,France,0.0,2020-01-29,,0.0
1.0,Nepal,0.0,2020-01-29,,0.0
7.0,Malaysia,0.0,2020-01-29,,0.0
1.0,Cambodia,0.0,2020-01-29,,0.0
1.0,Sri Lanka,0.0,2020-01-29,,0.0
4.0,Germany,0.0,2020-01-29,,0.0
1.0,Finland,0.0,2020-01-29,,0.0
4.0,United Arab Emirates,0.0,2020-01-29,,0.0
10.0,Hong Kong,0.0,2020-01-30,,0.0
9.0,Taiwan,0.0,2020-01-30,,0.0
7.0,Macau,0.0,2020-01-30,,0.0
11.0,Japan,0.0,2020-01-30,,1.0
14.0,Thailand,0.0,2020-01-30,,5.0
4.0,South Korea,0.0,2020-01-30,,0.0
10.0,Singapore,0.0,2020-01-30,,0.0
2.0,Vietnam,0.0,2020-01-30,,0.0
5.0,France,0.0,2020-01-30,,0.0
1.0,Nepal,0.0,2020-01-30,,0.0
8.0,Malaysia,0.0,2020-01-30,,0.0
1.0,Cambodia,0.0,2020-01-30,,0.0
1.0,Sri Lanka,0.0,2020-01-30,,0.0
4.0,Germany,0.0,2020-01-30,,0.0
1.0,Finland,0.0,2020-01-30,,0.0
4.0,United Arab Emirates,0.0,2020-01-30,,0.0
1.0,Philippines,0.0,2020-01-30,,0.0
1.0,India,0.0,2020-01-30,,0.0
12.0,Hong Kong,0.0,2020-01-31,,0.0
15.0,Japan,0.0,2020-01-31,,1.0
13.0,Singapore,0.0,2020-01-31,,0.0
11.0,South Korea,0.0,2020-01-31,,0.0
5.0,France,0.0,2020-01-31,,0.0
5.0,Germany,0.0,2020-01-31,,0.0
2.0,Vietnam,0.0,2020-01-31,,0.0
2.0,UK,0.0,2020-01-31,,0.0
1.0,Philippines,0.0,2020-01-31,,0.0
1.0,Sweden,0.0,2020-01-31,,0.0
16.0,Singapore,0.0,2020-02-01,,0.0
13.0,Hong Kong,0.0,2020-02-01,,0.0
12.0,South Korea,0.0,2020-02-01,,0.0
8.0,Germany,0.0,2020-02-01,,0.0
1.0,Philippines,0.0,2020-02-01,,0.0
10.0,Germany,0.0,2020-02-02,,0.0
2.0,India,0.0,2020-02-02,,0.0
24.0,Singapore,0.0,2020-02-04,,0.0
17.0,Hong Kong,1.0,2020-02-04,,0.0
16.0,South Korea,0.0,2020-02-04,,0.0
10.0,Malaysia,0.0,2020-02-04,,0.0
21.0,Hong Kong,1.0,2020-02-05,,0.0
19.0,South Korea,0.0,2020-02-05,,0.0
45.0,Japan,0.0,2020-02-06,,1.0
24.0,Hong Kong,1.0,2020-02-06,,0.0
23.0,South Korea,0.0,2020-02-06,,0.0
30.0,Singapore,0.0,2020-02-07,,0.0
25.0,Hong Kong,1.0,2020-02-07,,0.0
12.0,Malaysia,0.0,2020-02-07,,1.0
33.0,Singapore,0.0,2020-02-08,,2.0
26.0,Hong Kong,1.0,2020-02-08,,0.0
17.0,Taiwan,0.0,2020-02-08,,1.0
64.0,Others,0.0,2020-02-09,,0.0
40.0,Singapore,0.0,2020-02-09,,2.0
29.0,Hong Kong,1.0,2020-02-09,,0.0
26.0,Japan,0.0,2020-02-09,,1.0
25.0,South Korea,0.0,2020-02-09,,3.0
45.0,Singapore,0.0,2020-02-10,,2.0
38.0,Hong Kong,1.0,2020-02-10,,0.0
27.0,South Korea,0.0,2020-02-10,,3.0
26.0,Japan,0.0,2020-02-10,,4.0
18.0,Malaysia,0.0,2020-02-10,,1.0
14.0,Vietnam,0.0,2020-02-10,,1.0
49.0,Hong Kong,1.0,2020-02-11,,0.0
47.0,Singapore,0.0,2020-02-11,,9.0
28.0,South Korea,0.0,2020-02-11,,3.0
26.0,Japan,0.0,2020-02-11,,9.0
50.0,Hong Kong,1.0,2020-02-12,,1.0
50.0,Singapore,0.0,2020-02-12,,15.0
28.0,Japan,0.0,2020-02-12,,9.0
10.0,Macau,0.0,2020-02-12,,2.0
58.0,Singapore,0.0,2020-02-13,,15.0
53.0,Hong Kong,1.0,2020-02-13,,1.0
28.0,Japan,1.0,2020-02-13,,9.0
218.0,Others,0.0,2020-02-14,,0.0
67.0,Singapore,0.0,2020-02-14,,17.0
29.0,Japan,1.0,2020-02-14,,9.0
18.0,Taiwan,0.0,2020-02-14,,2.0
285.0,Others,0.0,2020-02-15,,0.0
72.0,Singapore,0.0,2020-02-15,,18.0
43.0,Japan,1.0,2020-02-15,,12.0
28.0,South Korea,0.0,2020-02-15,,9.0
18.0,Taiwan,0.0,2020-02-15,,2.0
8.0,United Arab Emirates,0.0,2020-02-15,,3.0
355.0,Others,0.0,2020-02-16,,0.0
75.0,Singapore,0.0,2020-02-16,,18.0
59.0,Japan,1.0,2020-02-16,,12.0
57.0,Hong Kong,1.0,2020-02-16,,2.0
34.0,Thailand,0.0,2020-02-16,,14.0
29.0,South Korea,0.0,2020-02-16,,9.0
20.0,Taiwan,1.0,2020-02-16,,2.0
454.0,Others,0.0,2020-02-17,,0.0
77.0,Singapore,0.0,2020-02-17,,24.0
66.0,Japan,1.0,2020-02-17,,12.0
60.0,Hong Kong,1.0,2020-02-17,,2.0
30.0,South Korea,0.0,2020-02-17,,10.0
542.0,Others,0.0,2020-02-18,,0.0
81.0,Singapore,0.0,2020-02-18,,29.0
74.0,Japan,1.0,2020-02-18,,13.0
62.0,Hong Kong,1.0,2020-02-18,,2.0
22.0,Malaysia,0.0,2020-02-18,,13.0
621.0,Others,0.0,2020-02-19,,1.0
84.0,Japan,1.0,2020-02-19,,18.0
63.0,Hong Kong,2.0,2020-02-19,,5.0
23.0,Taiwan,1.0,2020-02-19,,2.0
2.0,Iran,2.0,2020-02-19,,0.0
104.0,South Korea,1.0,2020-02-20,,16.0
94.0,Japan,1.0,2020-02-20,,18.0
68.0,Hong Kong,2.0,2020-02-20,,6.0
24.0,Taiwan,1.0,2020-02-20,,2.0
5.0,Iran,2.0,2020-02-20,,0.0
204.0,South Korea,2.0,2020-02-21,,16.0
105.0,Japan,1.0,2020-02-21,,22.0
68.0,Hong Kong,2.0,2020-02-21,,5.0
20.0,Italy,1.0,2020-02-21,,0.0
18.0,Iran,4.0,2020-02-21,,0.0
1.0,Israel,0.0,2020-02-21,,0.0
1.0,Lebanon,0.0,2020-02-21,,0.0
433.0,South Korea,2.0,2020-02-22,,16.0
122.0,Japan,1.0,2020-02-22,,22.0
69.0,Hong Kong,2.0,2020-02-22,,6.0
62.0,Italy,2.0,2020-02-22,,1.0
28.0,Iran,5.0,2020-02-22,,0.0
602.0,South Korea,6.0,2020-02-23,,18.0
155.0,Italy,3.0,2020-02-23,,2.0
147.0,Japan,1.0,2020-02-23,,22.0
74.0,Hong Kong,2.0,2020-02-23,,11.0
43.0,Iran,8.0,2020-02-23,,0.0
28.0,Taiwan,1.0,2020-02-23,,2.0
0.0,Iraq,0.0,2020-02-23,,0.0
833.0,South Korea,8.0,2020-02-24,,18.0
229.0,Italy,7.0,2020-02-24,,1.0
159.0,Japan,1.0,2020-02-24,,22.0
79.0,Hong Kong,2.0,2020-02-24,,19.0
61.0,Iran,12.0,2020-02-24,,0.0
30.0,Taiwan,1.0,2020-02-24,,5.0
2.0,Oman,0.0,2020-02-24,,0.0
1.0,Bahrain,0.0,2020-02-24,,0.0
1.0,Kuwait,0.0,2020-02-24,,0.0
977.0,South Korea,10.0,2020-02-25,,22.0
322.0,Italy,10.0,2020-02-25,,1.0
170.0,Japan,1.0,2020-02-25,,22.0
95.0,Iran,16.0,2020-02-25,,0.0
91.0,Singapore,0.0,2020-02-25,,53.0
84.0,Hong Kong,2.0,2020-02-25,,19.0
37.0,Thailand,0.0,2020-02-25,,22.0
31.0,Taiwan,1.0,2020-02-25,,5.0
23.0,Bahrain,0.0,2020-02-25,,0.0
17.0,Germany,0.0,2020-02-25,,14.0
14.0,France,1.0,2020-02-25,,11.0
11.0,Kuwait,0.0,2020-02-25,,0.0
6.0,Spain,0.0,2020-02-25,,2.0
2.0,Austria,0.0,2020-02-25,,0.0
2.0,Oman,0.0,2020-02-25,,0.0
1.0,Croatia,0.0,2020-02-25,,0.0
1261.0,South Korea,12.0,2020-02-26,,22.0
453.0,Italy,12.0,2020-02-26,,3.0
189.0,Japan,2.0,2020-02-26,,22.0
139.0,Iran,19.0,2020-02-26,,49.0
91.0,Hong Kong,2.0,2020-02-26,,24.0
27.0,Germany,0.0,2020-02-26,,15.0
26.0,Kuwait,0.0,2020-02-26,,0.0
18.0,France,2.0,2020-02-26,,11.0
13.0,Spain,0.0,2020-02-26,,2.0
5.0,Iraq,0.0,2020-02-26,,0.0
2.0,Austria,0.0,2020-02-26,,0.0
2.0,Israel,0.0,2020-02-26,,0.0
2.0,Sweden,0.0,2020-02-26,,0.0
1.0,Georgia,0.0,2020-02-26,,0.0
1.0,Greece,0.0,2020-02-26,,0.0
1.0,North Macedonia,0.0,2020-02-26,,0.0
1.0,Norway,0.0,2020-02-26,,0.0
1.0,Romania,0.0,2020-02-26,,0.0
1766.0,South Korea,13.0,2020-02-27,,22.0
655.0,Italy,17.0,2020-02-27,,45.0
245.0,Iran,26.0,2020-02-27,,49.0
214.0,Japan,4.0,2020-02-27,,22.0
92.0,Hong Kong,2.0,2020-02-27,,24.0
46.0,Germany,0.0,2020-02-27,,16.0
43.0,Kuwait,0.0,2020-02-27,,0.0
38.0,France,2.0,2020-02-27,,11.0
15.0,Spain,0.0,2020-02-27,,2.0
15.0,UK,0.0,2020-02-27,,8.0
3.0,Greece,0.0,2020-02-27,,0.0
3.0,Israel,0.0,2020-02-27,,1.0
1.0,Netherlands,0.0,2020-02-27,,0.0
1.0,Norway,0.0,2020-02-27,,0.0
1.0,Romania,0.0,2020-02-27,,0.0
2337.0,South Korea,13.0,2020-02-28,,22.0
888.0,Italy,21.0,2020-02-28,,46.0
705.0,Others,6.0,2020-02-28,,10.0
388.0,Iran,34.0,2020-02-28,,73.0
228.0,Japan,4.0,2020-02-28,,22.0
94.0,Hong Kong,2.0,2020-02-28,,30.0
57.0,France,2.0,2020-02-28,,11.0
48.0,Germany,0.0,2020-02-28,,16.0
41.0,Thailand,0.0,2020-02-28,,28.0
36.0,Bahrain,0.0,2020-02-28,,0.0
34.0,Taiwan,1.0,2020-02-28,,6.0
32.0,Spain,0.0,2020-02-28,,2.0
20.0,UK,0.0,2020-02-28,,8.0
19.0,United Arab Emirates,0.0,2020-02-28,,5.0
6.0,Norway,0.0,2020-02-28,,0.0
5.0,Croatia,0.0,2020-02-28,,0.0
4.0,Israel,0.0,2020-02-28,,1.0
1.0, Azerbaijan,0.0,2020-02-28,,0.0
1.0,Iceland,0.0,2020-02-28,,0.0
1.0,Mexico,0.0,2020-02-28,,0.0
1.0,Netherlands,0.0,2020-02-28,,0.0
1.0,North Ireland,0.0,2020-02-28,,0.0
3150.0,South Korea,16.0,2020-02-29,,27.0
1128.0,Italy,29.0,2020-02-29,,46.0
593.0,Iran,43.0,2020-02-29,,123.0
241.0,Japan,5.0,2020-02-29,,32.0
102.0,Singapore,0.0,2020-02-29,,72.0
100.0,France,2.0,2020-02-29,,12.0
95.0,Hong Kong,2.0,2020-02-29,,33.0
79.0,Germany,0.0,2020-02-29,,16.0
45.0,Spain,0.0,2020-02-29,,2.0
42.0,Thailand,0.0,2020-02-29,,28.0
41.0,Bahrain,0.0,2020-02-29,,0.0
39.0,Taiwan,1.0,2020-02-29,,9.0
25.0,Malaysia,0.0,2020-02-29,,18.0
23.0,UK,0.0,2020-02-29,,8.0
18.0,Switzerland,0.0,2020-02-29,,0.0
15.0,Norway,0.0,2020-02-29,,0.0
13.0,Iraq,0.0,2020-02-29,,0.0
12.0,Sweden,0.0,2020-02-29,,0.0
9.0,Austria,0.0,2020-02-29,,0.0
7.0,Israel,0.0,2020-02-29,,1.0
6.0,Croatia,0.0,2020-02-29,,0.0
6.0,Netherlands,0.0,2020-02-29,,0.0
4.0,Lebanon,0.0,2020-02-29,,0.0
4.0,Mexico,0.0,2020-02-29,,0.0
3.0,Denmark,0.0,2020-02-29,,0.0
3.0,Finland,0.0,2020-02-29,,1.0
1.0,Iceland,0.0,2020-02-29,,0.0
1.0,Ireland,0.0,2020-02-29,,0.0
1.0,Luxembourg,0.0,2020-02-29,,0.0
1.0,Qatar,0.0,2020-02-29,,0.0
3736.0,South Korea,17.0,2020-03-01,,30.0
1694.0,Italy,34.0,2020-03-01,,83.0
978.0,Iran,54.0,2020-03-01,,175.0
256.0,Japan,6.0,2020-03-01,,32.0
130.0,France,2.0,2020-03-01,,12.0
130.0,Germany,0.0,2020-03-01,,16.0
106.0,Singapore,0.0,2020-03-01,,72.0
96.0,Hong Kong,2.0,2020-03-01,,36.0
84.0,Spain,0.0,2020-03-01,,2.0
47.0,Bahrain,0.0,2020-03-01,,0.0
42.0,Thailand,1.0,2020-03-01,,28.0
40.0,Taiwan,1.0,2020-03-01,,9.0
36.0,UK,0.0,2020-03-01,,8.0
27.0,Switzerland,0.0,2020-03-01,,0.0
19.0,Iraq,0.0,2020-03-01,,0.0
19.0,Norway,0.0,2020-03-01,,0.0
14.0,Austria,0.0,2020-03-01,,0.0
14.0,Canada,0.0,2020-03-01,,2.0
14.0,Sweden,0.0,2020-03-01,,0.0
10.0,Lebanon,0.0,2020-03-01,,0.0
