,country,alpha-2,date,cumsum_cases,cumsum_deaths,alpha-3,population,cases_by_million
4464,San_Marino,SM,2020-01-22,0,0,SMR,33785.0,0.0
3783,North_Macedonia,MK,2020-01-22,0,0,MKD,2082958.0,0.0
4303,Romania,RO,2020-01-22,0,0,ROU,19473936.0,0.0
4377,Russia,RU,2020-01-22,0,0,RUS,144478050.0,0.0
3412,Monaco,MC,2020-01-22,0,0,MCO,38682.0,0.0
376,Austria,AT,2020-01-22,0,0,AUT,8847037.0,0.0
2592,Ireland,IE,2020-01-22,0,0,IRL,4853506.0,0.0
3862,Norway,NO,2020-01-22,0,0,NOR,5314336.0,0.0
4773,Spain,ES,2020-01-22,0,0,ESP,46723749.0,0.0
1394,Denmark,DK,2020-01-22,0,0,DNK,5797446.0,0.0
1219,Croatia,HR,2020-01-22,0,0,HRV,4089400.0,0.0
683,Belgium,BE,2020-01-22,0,0,BEL,11422068.0,0.0
3575,Netherlands,NL,2020-01-22,0,0,NLD,17231017.0,0.0
2014,Germany,DE,2020-01-22,0,0,DEU,82927922.0,0.0
2747,Italy,IT,2020-01-22,0,0,ITA,60431283.0,0.0
604,Belarus,BY,2020-01-22,0,0,BLR,9485386.0,0.0
1853,France,FR,2020-01-22,0,0,FRA,66987244.0,0.0
5007,Switzerland,CH,2020-01-22,0,0,CHE,8516543.0,0.0
1774,Finland,FI,2020-01-22,0,0,FIN,5518050.0,0.0
1309,Czech_Republic,CZ,2020-01-22,0,0,CZE,10625695.0,0.0
4928,Sweden,SE,2020-01-22,0,0,SWE,10183175.0,0.0
1691,Estonia,EE,2020-01-22,0,0,EST,1320884.0,0.0
2209,Iceland,IS,2020-01-22,0,0,ISL,353574.0,0.0
3165,Luxembourg,LU,2020-01-22,0,0,LUX,607728.0,0.0
5339,United_Kingdom,GB,2020-01-22,0,0,GBR,66488991.0,0.0
3093,Lithuania,LT,2020-01-22,0,0,LTU,2789533.0,0.0
3574,Netherlands,NL,2020-01-23,0,0,NLD,17231017.0,0.0
2208,Iceland,IS,2020-01-23,0,0,ISL,353574.0,0.0
1773,Finland,FI,2020-01-23,0,0,FIN,5518050.0,0.0
1852,France,FR,2020-01-23,0,0,FRA,66987244.0,0.0
1690,Estonia,EE,2020-01-23,0,0,EST,1320884.0,0.0
3782,North_Macedonia,MK,2020-01-23,0,0,MKD,2082958.0,0.0
3411,Monaco,MC,2020-01-23,0,0,MCO,38682.0,0.0
4927,Sweden,SE,2020-01-23,0,0,SWE,10183175.0,0.0
4772,Spain,ES,2020-01-23,0,0,ESP,46723749.0,0.0
2013,Germany,DE,2020-01-23,0,0,DEU,82927922.0,0.0
682,Belgium,BE,2020-01-23,0,0,BEL,11422068.0,0.0
4463,San_Marino,SM,2020-01-23,0,0,SMR,33785.0,0.0
4376,Russia,RU,2020-01-23,0,0,RUS,144478050.0,0.0
5338,United_Kingdom,GB,2020-01-23,0,0,GBR,66488991.0,0.0
2591,Ireland,IE,2020-01-23,0,0,IRL,4853506.0,0.0
603,Belarus,BY,2020-01-23,0,0,BLR,9485386.0,0.0
375,Austria,AT,2020-01-23,0,0,AUT,8847037.0,0.0
1218,Croatia,HR,2020-01-23,0,0,HRV,4089400.0,0.0
4302,Romania,RO,2020-01-23,0,0,ROU,19473936.0,0.0
3861,Norway,NO,2020-01-23,0,0,NOR,5314336.0,0.0
2746,Italy,IT,2020-01-23,0,0,ITA,60431283.0,0.0
3164,Luxembourg,LU,2020-01-23,0,0,LUX,607728.0,0.0
1393,Denmark,DK,2020-01-23,0,0,DNK,5797446.0,0.0
3092,Lithuania,LT,2020-01-23,0,0,LTU,2789533.0,0.0
1308,Czech_Republic,CZ,2020-01-23,0,0,CZE,10625695.0,0.0
5006,Switzerland,CH,2020-01-23,0,0,CHE,8516543.0,0.0
681,Belgium,BE,2020-01-24,0,0,BEL,11422068.0,0.0
3091,Lithuania,LT,2020-01-24,0,0,LTU,2789533.0,0.0
5337,United_Kingdom,GB,2020-01-24,0,0,GBR,66488991.0,0.0
2745,Italy,IT,2020-01-24,0,0,ITA,60431283.0,0.0
4771,Spain,ES,2020-01-24,0,0,ESP,46723749.0,0.0
2012,Germany,DE,2020-01-24,0,0,DEU,82927922.0,0.0
3573,Netherlands,NL,2020-01-24,0,0,NLD,17231017.0,0.0
2207,Iceland,IS,2020-01-24,0,0,ISL,353574.0,0.0
3163,Luxembourg,LU,2020-01-24,0,0,LUX,607728.0,0.0
1392,Denmark,DK,2020-01-24,0,0,DNK,5797446.0,0.0
3860,Norway,NO,2020-01-24,0,0,NOR,5314336.0,0.0
1689,Estonia,EE,2020-01-24,0,0,EST,1320884.0,0.0
2590,Ireland,IE,2020-01-24,0,0,IRL,4853506.0,0.0
602,Belarus,BY,2020-01-24,0,0,BLR,9485386.0,0.0
374,Austria,AT,2020-01-24,0,0,AUT,8847037.0,0.0
3410,Monaco,MC,2020-01-24,0,0,MCO,38682.0,0.0
4462,San_Marino,SM,2020-01-24,0,0,SMR,33785.0,0.0
1772,Finland,FI,2020-01-24,0,0,FIN,5518050.0,0.0
3781,North_Macedonia,MK,2020-01-24,0,0,MKD,2082958.0,0.0
5005,Switzerland,CH,2020-01-24,0,0,CHE,8516543.0,0.0
4375,Russia,RU,2020-01-24,0,0,RUS,144478050.0,0.0
1307,Czech_Republic,CZ,2020-01-24,0,0,CZE,10625695.0,0.0
1851,France,FR,2020-01-24,0,0,FRA,66987244.0,0.0
4301,Romania,RO,2020-01-24,0,0,ROU,19473936.0,0.0
4926,Sweden,SE,2020-01-24,0,0,SWE,10183175.0,0.0
1217,Croatia,HR,2020-01-24,0,0,HRV,4089400.0,0.0
601,Belarus,BY,2020-01-25,0,0,BLR,9485386.0,0.0
5336,United_Kingdom,GB,2020-01-25,0,0,GBR,66488991.0,0.0
5004,Switzerland,CH,2020-01-25,0,0,CHE,8516543.0,0.0
1306,Czech_Republic,CZ,2020-01-25,0,0,CZE,10625695.0,0.0
4770,Spain,ES,2020-01-25,0,0,ESP,46723749.0,0.0
2011,Germany,DE,2020-01-25,0,0,DEU,82927922.0,0.0
3572,Netherlands,NL,2020-01-25,0,0,NLD,17231017.0,0.0
4925,Sweden,SE,2020-01-25,0,0,SWE,10183175.0,0.0
1391,Denmark,DK,2020-01-25,0,0,DNK,5797446.0,0.0
2744,Italy,IT,2020-01-25,0,0,ITA,60431283.0,0.0
1771,Finland,FI,2020-01-25,0,0,FIN,5518050.0,0.0
680,Belgium,BE,2020-01-25,0,0,BEL,11422068.0,0.0
1850,France,FR,2020-01-25,3,0,FRA,66987244.0,0.044784645864815696
4300,Romania,RO,2020-01-25,0,0,ROU,19473936.0,0.0
4461,San_Marino,SM,2020-01-25,0,0,SMR,33785.0,0.0
373,Austria,AT,2020-01-25,0,0,AUT,8847037.0,0.0
2206,Iceland,IS,2020-01-25,0,0,ISL,353574.0,0.0
3409,Monaco,MC,2020-01-25,0,0,MCO,38682.0,0.0
1216,Croatia,HR,2020-01-25,0,0,HRV,4089400.0,0.0
3780,North_Macedonia,MK,2020-01-25,0,0,MKD,2082958.0,0.0
3859,Norway,NO,2020-01-25,0,0,NOR,5314336.0,0.0
1688,Estonia,EE,2020-01-25,0,0,EST,1320884.0,0.0
4374,Russia,RU,2020-01-25,0,0,RUS,144478050.0,0.0
2589,Ireland,IE,2020-01-25,0,0,IRL,4853506.0,0.0
3090,Lithuania,LT,2020-01-25,0,0,LTU,2789533.0,0.0
3162,Luxembourg,LU,2020-01-25,0,0,LUX,607728.0,0.0
5003,Switzerland,CH,2020-01-26,0,0,CHE,8516543.0,0.0
5335,United_Kingdom,GB,2020-01-26,0,0,GBR,66488991.0,0.0
3408,Monaco,MC,2020-01-26,0,0,MCO,38682.0,0.0
1849,France,FR,2020-01-26,3,0,FRA,66987244.0,0.044784645864815696
4373,Russia,RU,2020-01-26,0,0,RUS,144478050.0,0.0
4460,San_Marino,SM,2020-01-26,0,0,SMR,33785.0,0.0
4924,Sweden,SE,2020-01-26,0,0,SWE,10183175.0,0.0
3089,Lithuania,LT,2020-01-26,0,0,LTU,2789533.0,0.0
3779,North_Macedonia,MK,2020-01-26,0,0,MKD,2082958.0,0.0
3571,Netherlands,NL,2020-01-26,0,0,NLD,17231017.0,0.0
2588,Ireland,IE,2020-01-26,0,0,IRL,4853506.0,0.0
3161,Luxembourg,LU,2020-01-26,0,0,LUX,607728.0,0.0
2010,Germany,DE,2020-01-26,0,0,DEU,82927922.0,0.0
2743,Italy,IT,2020-01-26,0,0,ITA,60431283.0,0.0
4769,Spain,ES,2020-01-26,0,0,ESP,46723749.0,0.0
2205,Iceland,IS,2020-01-26,0,0,ISL,353574.0,0.0
4299,Romania,RO,2020-01-26,0,0,ROU,19473936.0,0.0
3858,Norway,NO,2020-01-26,0,0,NOR,5314336.0,0.0
1770,Finland,FI,2020-01-26,0,0,FIN,5518050.0,0.0
1215,Croatia,HR,2020-01-26,0,0,HRV,4089400.0,0.0
1305,Czech_Republic,CZ,2020-01-26,0,0,CZE,10625695.0,0.0
372,Austria,AT,2020-01-26,0,0,AUT,8847037.0,0.0
1390,Denmark,DK,2020-01-26,0,0,DNK,5797446.0,0.0
600,Belarus,BY,2020-01-26,0,0,BLR,9485386.0,0.0
679,Belgium,BE,2020-01-26,0,0,BEL,11422068.0,0.0
1687,Estonia,EE,2020-01-26,0,0,EST,1320884.0,0.0
1214,Croatia,HR,2020-01-27,0,0,HRV,4089400.0,0.0
3407,Monaco,MC,2020-01-27,0,0,MCO,38682.0,0.0
1686,Estonia,EE,2020-01-27,0,0,EST,1320884.0,0.0
3570,Netherlands,NL,2020-01-27,0,0,NLD,17231017.0,0.0
2009,Germany,DE,2020-01-27,0,0,DEU,82927922.0,0.0
3778,North_Macedonia,MK,2020-01-27,0,0,MKD,2082958.0,0.0
3160,Luxembourg,LU,2020-01-27,0,0,LUX,607728.0,0.0
2587,Ireland,IE,2020-01-27,0,0,IRL,4853506.0,0.0
3088,Lithuania,LT,2020-01-27,0,0,LTU,2789533.0,0.0
2742,Italy,IT,2020-01-27,0,0,ITA,60431283.0,0.0
2204,Iceland,IS,2020-01-27,0,0,ISL,353574.0,0.0
1304,Czech_Republic,CZ,2020-01-27,0,0,CZE,10625695.0,0.0
1389,Denmark,DK,2020-01-27,0,0,DNK,5797446.0,0.0
3857,Norway,NO,2020-01-27,0,0,NOR,5314336.0,0.0
1769,Finland,FI,2020-01-27,0,0,FIN,5518050.0,0.0
1848,France,FR,2020-01-27,3,0,FRA,66987244.0,0.044784645864815696
4298,Romania,RO,2020-01-27,0,0,ROU,19473936.0,0.0
4372,Russia,RU,2020-01-27,0,0,RUS,144478050.0,0.0
4459,San_Marino,SM,2020-01-27,0,0,SMR,33785.0,0.0
678,Belgium,BE,2020-01-27,0,0,BEL,11422068.0,0.0
4768,Spain,ES,2020-01-27,0,0,ESP,46723749.0,0.0
599,Belarus,BY,2020-01-27,0,0,BLR,9485386.0,0.0
4923,Sweden,SE,2020-01-27,0,0,SWE,10183175.0,0.0
5002,Switzerland,CH,2020-01-27,0,0,CHE,8516543.0,0.0
371,Austria,AT,2020-01-27,0,0,AUT,8847037.0,0.0
5334,United_Kingdom,GB,2020-01-27,0,0,GBR,66488991.0,0.0
4922,Sweden,SE,2020-01-28,0,0,SWE,10183175.0,0.0
598,Belarus,BY,2020-01-28,0,0,BLR,9485386.0,0.0
3777,North_Macedonia,MK,2020-01-28,0,0,MKD,2082958.0,0.0
2586,Ireland,IE,2020-01-28,0,0,IRL,4853506.0,0.0
2203,Iceland,IS,2020-01-28,0,0,ISL,353574.0,0.0
1685,Estonia,EE,2020-01-28,0,0,EST,1320884.0,0.0
3856,Norway,NO,2020-01-28,0,0,NOR,5314336.0,0.0
5001,Switzerland,CH,2020-01-28,0,0,CHE,8516543.0,0.0
4297,Romania,RO,2020-01-28,0,0,ROU,19473936.0,0.0
3406,Monaco,MC,2020-01-28,0,0,MCO,38682.0,0.0
3569,Netherlands,NL,2020-01-28,0,0,NLD,17231017.0,0.0
1213,Croatia,HR,2020-01-28,0,0,HRV,4089400.0,0.0
4371,Russia,RU,2020-01-28,0,0,RUS,144478050.0,0.0
3159,Luxembourg,LU,2020-01-28,0,0,LUX,607728.0,0.0
4458,San_Marino,SM,2020-01-28,0,0,SMR,33785.0,0.0
3087,Lithuania,LT,2020-01-28,0,0,LTU,2789533.0,0.0
1303,Czech_Republic,CZ,2020-01-28,0,0,CZE,10625695.0,0.0
5333,United_Kingdom,GB,2020-01-28,0,0,GBR,66488991.0,0.0
370,Austria,AT,2020-01-28,0,0,AUT,8847037.0,0.0
677,Belgium,BE,2020-01-28,0,0,BEL,11422068.0,0.0
2741,Italy,IT,2020-01-28,0,0,ITA,60431283.0,0.0
1388,Denmark,DK,2020-01-28,0,0,DNK,5797446.0,0.0
4767,Spain,ES,2020-01-28,0,0,ESP,46723749.0,0.0
2008,Germany,DE,2020-01-28,1,0,DEU,82927922.0,0.012058664631678581
1847,France,FR,2020-01-28,3,0,FRA,66987244.0,0.044784645864815696
1768,Finland,FI,2020-01-28,0,0,FIN,5518050.0,0.0
597,Belarus,BY,2020-01-29,0,0,BLR,9485386.0,0.0
676,Belgium,BE,2020-01-29,0,0,BEL,11422068.0,0.0
369,Austria,AT,2020-01-29,0,0,AUT,8847037.0,0.0
2007,Germany,DE,2020-01-29,4,0,DEU,82927922.0,0.048234658526714325
3776,North_Macedonia,MK,2020-01-29,0,0,MKD,2082958.0,0.0
3855,Norway,NO,2020-01-29,0,0,NOR,5314336.0,0.0
4766,Spain,ES,2020-01-29,0,0,ESP,46723749.0,0.0
1387,Denmark,DK,2020-01-29,0,0,DNK,5797446.0,0.0
1212,Croatia,HR,2020-01-29,0,0,HRV,4089400.0,0.0
4921,Sweden,SE,2020-01-29,0,0,SWE,10183175.0,0.0
3158,Luxembourg,LU,2020-01-29,0,0,LUX,607728.0,0.0
2585,Ireland,IE,2020-01-29,0,0,IRL,4853506.0,0.0
3568,Netherlands,NL,2020-01-29,0,0,NLD,17231017.0,0.0
3405,Monaco,MC,2020-01-29,0,0,MCO,38682.0,0.0
1684,Estonia,EE,2020-01-29,0,0,EST,1320884.0,0.0
4370,Russia,RU,2020-01-29,0,0,RUS,144478050.0,0.0
2202,Iceland,IS,2020-01-29,0,0,ISL,353574.0,0.0
4296,Romania,RO,2020-01-29,0,0,ROU,19473936.0,0.0
3086,Lithuania,LT,2020-01-29,0,0,LTU,2789533.0,0.0
4457,San_Marino,SM,2020-01-29,0,0,SMR,33785.0,0.0
1302,Czech_Republic,CZ,2020-01-29,0,0,CZE,10625695.0,0.0
1846,France,FR,2020-01-29,4,0,FRA,66987244.0,0.05971286115308759
2740,Italy,IT,2020-01-29,0,0,ITA,60431283.0,0.0
5000,Switzerland,CH,2020-01-29,0,0,CHE,8516543.0,0.0
5332,United_Kingdom,GB,2020-01-29,0,0,GBR,66488991.0,0.0
1767,Finland,FI,2020-01-29,0,0,FIN,5518050.0,0.0
3157,Luxembourg,LU,2020-01-30,0,0,LUX,607728.0,0.0
1301,Czech_Republic,CZ,2020-01-30,0,0,CZE,10625695.0,0.0
3567,Netherlands,NL,2020-01-30,0,0,NLD,17231017.0,0.0
2201,Iceland,IS,2020-01-30,0,0,ISL,353574.0,0.0
4765,Spain,ES,2020-01-30,0,0,ESP,46723749.0,0.0
2584,Ireland,IE,2020-01-30,0,0,IRL,4853506.0,0.0
4369,Russia,RU,2020-01-30,0,0,RUS,144478050.0,0.0
3775,North_Macedonia,MK,2020-01-30,0,0,MKD,2082958.0,0.0
368,Austria,AT,2020-01-30,0,0,AUT,8847037.0,0.0
4456,San_Marino,SM,2020-01-30,0,0,SMR,33785.0,0.0
596,Belarus,BY,2020-01-30,0,0,BLR,9485386.0,0.0
3404,Monaco,MC,2020-01-30,0,0,MCO,38682.0,0.0
1211,Croatia,HR,2020-01-30,0,0,HRV,4089400.0,0.0
675,Belgium,BE,2020-01-30,0,0,BEL,11422068.0,0.0
1845,France,FR,2020-01-30,5,0,FRA,66987244.0,0.07464107644135949
5331,United_Kingdom,GB,2020-01-30,0,0,GBR,66488991.0,0.0
1683,Estonia,EE,2020-01-30,0,0,EST,1320884.0,0.0
2739,Italy,IT,2020-01-30,0,0,ITA,60431283.0,0.0
2006,Germany,DE,2020-01-30,4,0,DEU,82927922.0,0.048234658526714325
1386,Denmark,DK,2020-01-30,0,0,DNK,5797446.0,0.0
4920,Sweden,SE,2020-01-30,0,0,SWE,10183175.0,0.0
3854,Norway,NO,2020-01-30,0,0,NOR,5314336.0,0.0
1766,Finland,FI,2020-01-30,1,0,FIN,5518050.0,0.18122343943965713
4999,Switzerland,CH,2020-01-30,0,0,CHE,8516543.0,0.0
4295,Romania,RO,2020-01-30,0,0,ROU,19473936.0,0.0
3085,Lithuania,LT,2020-01-30,0,0,LTU,2789533.0,0.0
4368,Russia,RU,2020-01-31,0,0,RUS,144478050.0,0.0
3853,Norway,NO,2020-01-31,0,0,NOR,5314336.0,0.0
3403,Monaco,MC,2020-01-31,0,0,MCO,38682.0,0.0
674,Belgium,BE,2020-01-31,0,0,BEL,11422068.0,0.0
2200,Iceland,IS,2020-01-31,0,0,ISL,353574.0,0.0
1765,Finland,FI,2020-01-31,1,0,FIN,5518050.0,0.18122343943965713
595,Belarus,BY,2020-01-31,0,0,BLR,9485386.0,0.0
3774,North_Macedonia,MK,2020-01-31,0,0,MKD,2082958.0,0.0
367,Austria,AT,2020-01-31,0,0,AUT,8847037.0,0.0
2005,Germany,DE,2020-01-31,5,0,DEU,82927922.0,0.060293323158392906
1385,Denmark,DK,2020-01-31,0,0,DNK,5797446.0,0.0
1210,Croatia,HR,2020-01-31,0,0,HRV,4089400.0,0.0
4764,Spain,ES,2020-01-31,0,0,ESP,46723749.0,0.0
1682,Estonia,EE,2020-01-31,0,0,EST,1320884.0,0.0
1844,France,FR,2020-01-31,6,0,FRA,66987244.0,0.08956929172963139
3566,Netherlands,NL,2020-01-31,0,0,NLD,17231017.0,0.0
2583,Ireland,IE,2020-01-31,0,0,IRL,4853506.0,0.0
4294,Romania,RO,2020-01-31,0,0,ROU,19473936.0,0.0
1300,Czech_Republic,CZ,2020-01-31,0,0,CZE,10625695.0,0.0
2738,Italy,IT,2020-01-31,3,0,ITA,60431283.0,0.049643162466036006
4998,Switzerland,CH,2020-01-31,0,0,CHE,8516543.0,0.0
4919,Sweden,SE,2020-01-31,0,0,SWE,10183175.0,0.0
5330,United_Kingdom,GB,2020-01-31,2,0,GBR,66488991.0,0.03008016770776383
4455,San_Marino,SM,2020-01-31,0,0,SMR,33785.0,0.0
3084,Lithuania,LT,2020-01-31,0,0,LTU,2789533.0,0.0
3156,Luxembourg,LU,2020-01-31,0,0,LUX,607728.0,0.0
1843,France,FR,2020-02-01,6,0,FRA,66987244.0,0.08956929172963139
3083,Lithuania,LT,2020-02-01,0,0,LTU,2789533.0,0.0
4997,Switzerland,CH,2020-02-01,0,0,CHE,8516543.0,0.0
1299,Czech_Republic,CZ,2020-02-01,0,0,CZE,10625695.0,0.0
4763,Spain,ES,2020-02-01,1,0,ESP,46723749.0,0.021402392175336786
4454,San_Marino,SM,2020-02-01,0,0,SMR,33785.0,0.0
2199,Iceland,IS,2020-02-01,0,0,ISL,353574.0,0.0
2737,Italy,IT,2020-02-01,3,0,ITA,60431283.0,0.049643162466036006
1764,Finland,FI,2020-02-01,1,0,FIN,5518050.0,0.18122343943965713
3155,Luxembourg,LU,2020-02-01,0,0,LUX,607728.0,0.0
3565,Netherlands,NL,2020-02-01,0,0,NLD,17231017.0,0.0
4367,Russia,RU,2020-02-01,2,0,RUS,144478050.0,0.01384293323449479
3402,Monaco,MC,2020-02-01,0,0,MCO,38682.0,0.0
5329,United_Kingdom,GB,2020-02-01,2,0,GBR,66488991.0,0.03008016770776383
4293,Romania,RO,2020-02-01,0,0,ROU,19473936.0,0.0
2582,Ireland,IE,2020-02-01,0,0,IRL,4853506.0,0.0
1681,Estonia,EE,2020-02-01,0,0,EST,1320884.0,0.0
673,Belgium,BE,2020-02-01,0,0,BEL,11422068.0,0.0
3852,Norway,NO,2020-02-01,0,0,NOR,5314336.0,0.0
1209,Croatia,HR,2020-02-01,0,0,HRV,4089400.0,0.0
366,Austria,AT,2020-02-01,0,0,AUT,8847037.0,0.0
2004,Germany,DE,2020-02-01,7,0,DEU,82927922.0,0.08441065242175007
4918,Sweden,SE,2020-02-01,1,0,SWE,10183175.0,0.09820119952765223
594,Belarus,BY,2020-02-01,0,0,BLR,9485386.0,0.0
3773,North_Macedonia,MK,2020-02-01,0,0,MKD,2082958.0,0.0
1384,Denmark,DK,2020-02-01,0,0,DNK,5797446.0,0.0
2736,Italy,IT,2020-02-02,3,0,ITA,60431283.0,0.049643162466036006
365,Austria,AT,2020-02-02,0,0,AUT,8847037.0,0.0
4292,Romania,RO,2020-02-02,0,0,ROU,19473936.0,0.0
2581,Ireland,IE,2020-02-02,0,0,IRL,4853506.0,0.0
1298,Czech_Republic,CZ,2020-02-02,0,0,CZE,10625695.0,0.0
3082,Lithuania,LT,2020-02-02,0,0,LTU,2789533.0,0.0
4996,Switzerland,CH,2020-02-02,0,0,CHE,8516543.0,0.0
3564,Netherlands,NL,2020-02-02,0,0,NLD,17231017.0,0.0
4917,Sweden,SE,2020-02-02,1,0,SWE,10183175.0,0.09820119952765223
3154,Luxembourg,LU,2020-02-02,0,0,LUX,607728.0,0.0
1680,Estonia,EE,2020-02-02,0,0,EST,1320884.0,0.0
1763,Finland,FI,2020-02-02,1,0,FIN,5518050.0,0.18122343943965713
3851,Norway,NO,2020-02-02,0,0,NOR,5314336.0,0.0
2198,Iceland,IS,2020-02-02,0,0,ISL,353574.0,0.0
1208,Croatia,HR,2020-02-02,0,0,HRV,4089400.0,0.0
1383,Denmark,DK,2020-02-02,0,0,DNK,5797446.0,0.0
2003,Germany,DE,2020-02-02,8,0,DEU,82927922.0,0.09646931705342865
1842,France,FR,2020-02-02,6,0,FRA,66987244.0,0.08956929172963139
3772,North_Macedonia,MK,2020-02-02,0,0,MKD,2082958.0,0.0
4762,Spain,ES,2020-02-02,1,0,ESP,46723749.0,0.021402392175336786
672,Belgium,BE,2020-02-02,0,0,BEL,11422068.0,0.0
4453,San_Marino,SM,2020-02-02,0,0,SMR,33785.0,0.0
5328,United_Kingdom,GB,2020-02-02,2,0,GBR,66488991.0,0.03008016770776383
4366,Russia,RU,2020-02-02,2,0,RUS,144478050.0,0.01384293323449479
3401,Monaco,MC,2020-02-02,0,0,MCO,38682.0,0.0
593,Belarus,BY,2020-02-02,0,0,BLR,9485386.0,0.0
3081,Lithuania,LT,2020-02-03,0,0,LTU,2789533.0,0.0
2735,Italy,IT,2020-02-03,3,0,ITA,60431283.0,0.049643162466036006
1382,Denmark,DK,2020-02-03,0,0,DNK,5797446.0,0.0
3850,Norway,NO,2020-02-03,0,0,NOR,5314336.0,0.0
4291,Romania,RO,2020-02-03,0,0,ROU,19473936.0,0.0
364,Austria,AT,2020-02-03,0,0,AUT,8847037.0,0.0
3153,Luxembourg,LU,2020-02-03,0,0,LUX,607728.0,0.0
2580,Ireland,IE,2020-02-03,0,0,IRL,4853506.0,0.0
4365,Russia,RU,2020-02-03,2,0,RUS,144478050.0,0.01384293323449479
1762,Finland,FI,2020-02-03,1,0,FIN,5518050.0,0.18122343943965713
1207,Croatia,HR,2020-02-03,0,0,HRV,4089400.0,0.0
3771,North_Macedonia,MK,2020-02-03,0,0,MKD,2082958.0,0.0
1841,France,FR,2020-02-03,6,0,FRA,66987244.0,0.08956929172963139
4452,San_Marino,SM,2020-02-03,0,0,SMR,33785.0,0.0
3400,Monaco,MC,2020-02-03,0,0,MCO,38682.0,0.0
592,Belarus,BY,2020-02-03,0,0,BLR,9485386.0,0.0
5327,United_Kingdom,GB,2020-02-03,2,0,GBR,66488991.0,0.03008016770776383
2002,Germany,DE,2020-02-03,9,0,DEU,82927922.0,0.10852798168510723
4995,Switzerland,CH,2020-02-03,0,0,CHE,8516543.0,0.0
4761,Spain,ES,2020-02-03,1,0,ESP,46723749.0,0.021402392175336786
2197,Iceland,IS,2020-02-03,0,0,ISL,353574.0,0.0
1679,Estonia,EE,2020-02-03,0,0,EST,1320884.0,0.0
3563,Netherlands,NL,2020-02-03,0,0,NLD,17231017.0,0.0
4916,Sweden,SE,2020-02-03,1,0,SWE,10183175.0,0.09820119952765223
1297,Czech_Republic,CZ,2020-02-03,0,0,CZE,10625695.0,0.0
671,Belgium,BE,2020-02-03,0,0,BEL,11422068.0,0.0
4760,Spain,ES,2020-02-04,1,0,ESP,46723749.0,0.021402392175336786
3770,North_Macedonia,MK,2020-02-04,0,0,MKD,2082958.0,0.0
3152,Luxembourg,LU,2020-02-04,0,0,LUX,607728.0,0.0
4290,Romania,RO,2020-02-04,0,0,ROU,19473936.0,0.0
